source,target,value
7335,389,55867727000000.0
7335,390,58806210000000.0
7335,391,62352100000000.0
7335,392,54356422000000.0
7335,393,119348900000000.0
7335,395,70775990000000.0
7335,396,155613500000000.0
7335,397,110733910000000.0
7335,399,163272680000000.0
7335,400,163713400000000.0
7335,401,87054870000000.0
7335,403,651650760000000.0
7335,404,646803000000000.0
7335,405,178001210000000.0
7335,407,89919630000000.0
7335,408,99455490000000.0
7335,409,81614160000000.0
7335,410,132412330000000.0
7335,411,145427580000000.0
7335,412,136307825000000.0
7335,413,90345620000000.0
7335,414,71462430000000.0
7335,416,167392060000000.0
7335,417,57466520000000.0
7335,418,86277150000000.0
7335,420,110207380000000.0
7335,421,95877730000000.0
7335,422,82845884000000.0
7335,423,90612125000000.0
7335,424,69807857000000.0
7335,425,102686000000000.0
7335,426,62746550000000.0
7335,431,76944560000000.0
7335,432,66487570000000.0
7335,434,81994270000000.0
7335,435,92061480000000.0
7335,439,59764050000000.0
7335,440,39525950000000.0
7335,441,65525963000000.0
7335,442,61771893000000.0
7335,443,38524108000000.0
7335,445,53338507000000.0
7335,446,103837705000000.0
7335,447,96580100000000.0
7335,448,52431220000000.0
7335,450,39836807000000.0
7335,451,42788444000000.0
7335,452,70188790000000.0
7335,453,60829706000000.0
7335,454,55632720000000.0
7335,455,42640260000000.0
7335,456,43598880000000.0
7335,457,70603105000000.0
7335,460,102705810000000.0
7335,461,230502240000000.0
7335,464,54627358000000.0
7335,469,58828427000000.0
7335,470,60987110000000.0
7335,471,64436200000000.0
7335,472,48558443000000.0
7335,473,106123570000000.0
7335,474,90168535000000.0
7335,475,51054200000000.0
7335,481,54118186000000.0
7335,482,53138740000000.0
7335,483,51325337000000.0
7335,484,54240836000000.0
7335,485,64310840000000.0
7335,486,53539390000000.0
7335,487,51219855000000.0
7335,488,49583946000000.0
7335,493,61888482000000.0
7335,494,192249580000000.0
7335,503,239548710000000.0
7335,507,67596443000000.0
7335,522,133360220000000.0
7335,523,40216006000000.0
7335,525,43310614000000.0
7335,527,48538055000000.0
7335,528,38728750000000.0
7335,529,61631808000000.0
7335,530,71935750000000.0
7335,531,46653927000000.0
7335,532,52676004000000.0
7335,534,42966990000000.0
7335,539,56164450000000.0
7335,540,105587166000000.0
7335,541,55195120000000.0
7335,542,171392430000000.0
7335,544,58437128000000.0
7335,547,53288846000000.0
7335,548,334647380000000.0
7335,549,58160425000000.0
7335,552,108251924000000.0
7335,558,92122520000000.0
7335,560,73069140000000.0
7335,562,117252600000000.0
7335,564,50173485000000.0
7335,566,364726370000000.0
7335,568,51905420000000.0
7335,571,48889990000000.0
7335,573,135683805000000.0
7335,574,71962570000000.0
7335,575,136957890000000.0
7335,576,42051670000000.0
7335,577,38213370000000.0
7335,579,39027785000000.0
7335,589,65514610000000.0
7335,606,56109170000000.0
7335,608,39408870000000.0
7335,609,86422130000000.0
7335,610,306575740000000.0
7335,614,42748220000000.0
7335,615,95984416000000.0
7335,617,54458490000000.0
7335,619,233889370000000.0
7335,620,169426060000000.0
7335,623,105677750000000.0
7335,624,123458994000000.0
7335,631,52456170000000.0
7335,632,66908370000000.0
7335,633,48491515000000.0
7335,634,38017893000000.0
7335,635,54767863000000.0
7335,636,58252847000000.0
7335,637,55705390000000.0
7335,638,73845800000000.0
7335,642,79181405000000.0
7335,644,46110358000000.0
7335,645,54308377000000.0
7335,646,78237050000000.0
7335,647,61475377000000.0
7335,648,84498400000000.0
7335,649,58944555000000.0
7335,650,54958870000000.0
7335,651,54268040000000.0
7335,658,60307863000000.0
7335,659,37415500000000.0
7335,666,46470233000000.0
7335,669,94596920000000.0
7335,671,94655190000000.0
7335,672,44100527000000.0
7335,674,78674355000000.0
7335,675,96850670000000.0
7335,676,122088950000000.0
7335,678,212083390000000.0
7335,679,43256813000000.0
7335,681,157930210000000.0
7335,682,119777494000000.0
7335,683,93211340000000.0
7335,684,98198260000000.0
7335,685,144038320000000.0
7335,690,46450835000000.0
7335,697,66901934000000.0
7335,699,62937470000000.0
7335,700,102850684000000.0
7335,701,103976125000000.0
7335,702,237820610000000.0
7335,703,236942940000000.0
7335,704,93889020000000.0
7335,705,113245600000000.0
7335,706,70413740000000.0
7335,707,114611250000000.0
7335,708,431977880000000.0
7335,709,54419250000000.0
7335,710,46412436000000.0
7335,711,128512400000000.0
7335,712,164950080000000.0
7335,713,158410570000000.0
7335,714,158411880000000.0
7335,715,67284526000000.0
7335,716,82192720000000.0
7335,717,97125065000000.0
7335,718,97201670000000.0
7335,719,82864370000000.0
7335,720,281766870000000.0
7335,721,203128250000000.0
7335,722,203636660000000.0
7335,723,154434680000000.0
7335,725,153404900000000.0
7335,726,157252800000000.0
7335,727,188611710000000.0
7335,728,191552100000000.0
7335,729,338627270000000.0
7335,731,335947850000000.0
7335,733,146110910000000.0
7335,734,162465540000000.0
7335,735,85118585000000.0
7335,736,168670430000000.0
7335,737,109231020000000.0
7335,738,132353730000000.0
7335,739,118991515000000.0
7335,740,81231980000000.0
7335,742,156267840000000.0
7335,743,55408476000000.0
7335,744,179685100000000.0
7335,746,54184183000000.0
7335,747,41765550000000.0
7335,748,58873315000000.0
7335,749,81748790000000.0
7335,750,83417230000000.0
7335,751,41941080000000.0
7335,752,71154970000000.0
7335,753,71187790000000.0
7335,757,65613305000000.0
7335,758,57993362000000.0
7335,761,40361120000000.0
7335,763,46302046000000.0
7335,765,64642743000000.0
7335,766,65014160000000.0
7335,767,85639720000000.0
7335,768,64432310000000.0
7335,770,51230873000000.0
7335,771,75202660000000.0
7335,772,83218540000000.0
7335,773,202815940000000.0
7335,774,67244118000000.0
7335,775,57565150000000.0
7335,776,58053722000000.0
7335,778,49684840000000.0
7335,781,45418440000000.0
7335,782,60203870000000.0
7335,783,75532545000000.0
7335,785,69018736000000.0
7335,786,76766310000000.0
7335,787,91784110000000.0
7335,794,74429570000000.0
7335,795,57607000000000.0
7335,796,52786465000000.0
7335,797,44943255000000.0
7335,798,45147100000000.0
7335,799,50404872000000.0
7335,800,41197060000000.0
7335,804,38550695000000.0
7335,807,47324830000000.0
7335,808,38505240000000.0
7335,809,40677866000000.0
7335,810,39339720000000.0
7335,811,45363560000000.0
7335,812,38540004000000.0
7335,813,48077105000000.0
7335,814,51223474000000.0
7335,816,76431650000000.0
7335,817,109003160000000.0
7335,818,38215040000000.0
7335,819,75731715000000.0
7335,820,52589500000000.0
7335,822,76857350000000.0
7335,823,72309330000000.0
7335,824,65287740000000.0
7335,826,113016370000000.0
7335,827,139361404000000.0
7335,828,84360770000000.0
7335,829,151592920000000.0
7335,832,160331800000000.0
7335,833,37844454000000.0
7335,834,133335050000000.0
7335,835,252684450000000.0
7335,836,91910380000000.0
7335,838,277749100000000.0
7335,839,240363830000000.0
7335,844,348152730000000.0
7335,845,91626170000000.0
7335,846,302567660000000.0
7335,847,270160840000000.0
7335,848,185368420000000.0
7335,850,60682620000000.0
7335,852,51279950000000.0
7335,853,64551480000000.0
7335,854,67977735000000.0
7335,856,42344276000000.0
7335,857,98498825000000.0
7335,858,65836620000000.0
7335,859,46040950000000.0
7335,860,99268190000000.0
7335,862,89751470000000.0
7335,863,202653640000000.0
7335,864,198843350000000.0
7335,865,171352890000000.0
7335,866,171008850000000.0
7335,867,167839180000000.0
7335,868,151470980000000.0
7335,869,124378860000000.0
7335,870,237599100000000.0
7335,871,224626400000000.0
7335,872,169641910000000.0
7335,873,175909850000000.0
7335,874,454624740000000.0
7335,875,264006270000000.0
7335,876,400928100000000.0
7335,877,399809080000000.0
7335,878,236631120000000.0
7335,879,291797100000000.0
7335,880,314495400000000.0
7335,881,313107480000000.0
7335,882,279468390000000.0
7335,883,267822700000000.0
7335,884,318126480000000.0
7335,885,317237420000000.0
7335,886,418818330000000.0
7335,888,260565620000000.0
7335,889,260880520000000.0
7335,890,331818230000000.0
7335,891,325976100000000.0
7335,892,414408440000000.0
7335,893,413523080000000.0
7335,894,423413550000000.0
7335,896,302913170000000.0
7335,897,412078760000000.0
7335,898,138956120000000.0
7335,899,333483900000000.0
7335,900,186410720000000.0
7335,901,284928370000000.0
7335,902,364285870000000.0
7335,903,223367360000000.0
7335,905,306980300000000.0
7335,906,94972960000000.0
7335,907,181462750000000.0
7335,908,181154140000000.0
7335,909,152581920000000.0
7335,910,136489190000000.0
7335,911,146325540000000.0
7335,912,129704145000000.0
7335,913,139389350000000.0
7335,914,117194330000000.0
7335,915,150496290000000.0
7335,916,203545760000000.0
7335,920,134835780000000.0
7335,921,134633920000000.0
7335,922,130747770000000.0
7335,923,176210360000000.0
7335,924,109385200000000.0
7335,925,93411090000000.0
7335,926,349823580000000.0
7335,927,78343730000000.0
7335,928,116853600000000.0
7335,929,176031420000000.0
7335,930,212388410000000.0
7335,931,180552420000000.0
7335,932,145037740000000.0
7335,933,125417470000000.0
7335,934,178793530000000.0
7335,935,159600060000000.0
7335,936,374430000000000.0
7335,937,86986990000000.0
7335,938,131337980000000.0
7335,939,208371450000000.0
7335,940,193307790000000.0
7335,941,226384570000000.0
7335,942,147144440000000.0
7335,943,152688620000000.0
7335,944,399156540000000.0
7335,945,208110880000000.0
7335,946,306494600000000.0
7335,947,253174330000000.0
7335,948,227981310000000.0
7335,949,182086350000000.0
7335,950,472596560000000.0
7335,951,179847020000000.0
7335,952,309177300000000.0
7335,953,76220430000000.0
7335,954,125265880000000.0
7335,955,91869896000000.0
7335,957,56567400000000.0
7335,958,50101133000000.0
7335,959,56719997000000.0
7335,960,55790128000000.0
7335,961,57978766000000.0
7335,962,61422840000000.0
7335,963,50361797000000.0
7335,964,56900770000000.0
7335,965,58466100000000.0
7335,966,73479165000000.0
7335,967,57909150000000.0
7335,968,47450526000000.0
7335,969,121838090000000.0
7335,970,47803535000000.0
7335,971,51464764000000.0
7335,972,79124650000000.0
7335,973,52671118000000.0
7335,974,64168426000000.0
7335,975,54787127000000.0
7335,976,114959340000000.0
7335,977,50376600000000.0
7335,980,54509490000000.0
7335,982,41186836000000.0
7335,983,45499084000000.0
7335,985,75359550000000.0
7335,986,45651390000000.0
7335,987,58380345000000.0
7335,989,78068740000000.0
7335,990,75700290000000.0
7335,991,64477463000000.0
7335,992,139242966000000.0
7335,995,180020380000000.0
7335,996,141086570000000.0
7335,998,103216480000000.0
7335,1002,131457880000000.0
7335,1004,156361340000000.0
7335,1005,122694800000000.0
7335,1006,122164666000000.0
7335,1007,122164666000000.0
7335,1008,121210990000000.0
7335,1009,125449690000000.0
7335,1010,160399830000000.0
7335,1011,180917780000000.0
7335,1013,68195780000000.0
7335,1015,59488880000000.0
7335,1016,63106676000000.0
7335,1017,63692250000000.0
7335,1019,44644553000000.0
7335,1020,62172776000000.0
7335,1021,62241315000000.0
7335,1022,83133780000000.0
7335,1023,57218980000000.0
7335,1025,79094930000000.0
7335,1026,107817390000000.0
7335,1027,107793840000000.0
7335,1028,74787730000000.0
7335,1029,75141720000000.0
7335,1030,126853370000000.0
7335,1032,100724540000000.0
7335,1033,57362837000000.0
7335,1034,72848980000000.0
7335,1035,58602107000000.0
7335,1036,60197536000000.0
7335,1037,467891300000000.0
7335,1038,153673460000000.0
7335,1039,197946150000000.0
7335,1040,197662080000000.0
7335,1041,96769980000000.0
7335,1042,88182935000000.0
7335,1043,141531000000000.0
7335,1044,142010760000000.0
7335,1045,117561520000000.0
7335,1046,149881070000000.0
7335,1047,200390470000000.0
7335,1049,175465790000000.0
7335,1051,197839310000000.0
7335,1052,197939460000000.0
7335,1053,159212040000000.0
7335,1055,325671400000000.0
7335,1056,128000580000000.0
7335,1057,168413220000000.0
7335,1059,128000545000000.0
7335,1060,175166330000000.0
7335,1061,101005895000000.0
7335,1062,155694700000000.0
7335,1063,87379420000000.0
7335,1064,129335810000000.0
7335,1065,101370405000000.0
7335,1066,103213940000000.0
7335,1068,174039040000000.0
7335,1069,39610747000000.0
7335,1070,171892580000000.0
7335,1071,38158234000000.0
7335,1072,78946465000000.0
7335,1073,87561255000000.0
7335,1075,55332180000000.0
7335,1076,80651310000000.0
7335,1077,43764210000000.0
7335,1078,80678190000000.0
7335,1079,94852340000000.0
7335,1084,77837570000000.0
7335,1085,69980993000000.0
7335,1086,37747977000000.0
7335,1087,91024210000000.0
7335,1089,67031957000000.0
7335,1091,53029726000000.0
7335,1092,60294567000000.0
7335,1093,103662520000000.0
7335,1094,81049330000000.0
7335,1095,79748684000000.0
7335,1096,66902194000000.0
7335,1097,74165120000000.0
7335,1098,113077780000000.0
7335,1099,237561320000000.0
7335,1100,56711092000000.0
7335,1101,98137890000000.0
7335,1102,147355330000000.0
7335,1103,56146476000000.0
7335,1104,49526870000000.0
7335,1106,53058986000000.0
7335,1107,51500814000000.0
7335,1108,50444047000000.0
7335,1109,129197260000000.0
7335,1111,43558803000000.0
7335,1112,46533060000000.0
7335,1113,749629400000000.0
7335,1116,249573170000000.0
7335,1121,37716373000000.0
7335,1122,41219506000000.0
7335,1123,45184740000000.0
7335,1124,85301305000000.0
7335,1125,44800540000000.0
7335,1126,51741467000000.0
7335,1127,46131230000000.0
7335,1128,52687350000000.0
7335,1130,45568170000000.0
7335,1131,94032280000000.0
7335,1133,55960820000000.0
7335,1134,43450896000000.0
7335,1135,40078584000000.0
7335,1136,37667790000000.0
7335,1138,58271897000000.0
7335,1143,124230200000000.0
7335,1147,110451210000000.0
7335,1148,59134444000000.0
7335,1152,51430933000000.0
7335,1153,38243005000000.0
7335,1155,59157310000000.0
7335,1158,209922250000000.0
7335,1160,54301515000000.0
7335,1163,113811090000000.0
7335,1165,163537760000000.0
7335,1166,251143380000000.0
7335,1167,155098430000000.0
7335,1168,163537760000000.0
7335,1169,163537760000000.0
7335,1170,163537760000000.0
7335,1171,163537760000000.0
7335,1172,37786340000000.0
7335,1173,122921000000000.0
7335,1174,106288220000000.0
7335,1179,39456694000000.0
7335,1185,43437877000000.0
7335,1186,47761150000000.0
7335,1189,148447260000000.0
7335,1190,147317450000000.0
7335,1191,106974550000000.0
7335,1192,107592830000000.0
7335,1193,72737486000000.0
7335,1195,192590020000000.0
7335,1196,90354695000000.0
7335,1197,93139040000000.0
7335,1198,80969280000000.0
7335,1199,102652450000000.0
7335,1200,109569050000000.0
7335,1201,86248130000000.0
7335,1202,110351930000000.0
7335,1203,105900850000000.0
7335,1204,53654020000000.0
7335,1205,98952540000000.0
7335,1206,46468890000000.0
7335,1207,46728896000000.0
7335,1208,143410080000000.0
7335,1209,71155660000000.0
7335,1210,117110390000000.0
7335,1212,152034230000000.0
7335,1214,145614370000000.0
7335,1216,138290095000000.0
7335,1217,125219750000000.0
7335,1218,415412120000000.0
7335,1220,363393730000000.0
7335,1222,104026834000000.0
7335,1223,98075754000000.0
7335,1224,110276310000000.0
7335,1225,174275810000000.0
7335,1226,225737730000000.0
7335,1227,191918820000000.0
7335,1228,51684655000000.0
7335,1229,193214200000000.0
7335,1231,111360630000000.0
7335,1233,72435966000000.0
7335,1234,84641885000000.0
7335,1235,41833426000000.0
7335,1238,89618260000000.0
7335,1239,59986974000000.0
7335,1246,52987116000000.0
7335,1249,43879200000000.0
7335,1254,39699515000000.0
7335,1255,46513657000000.0
7335,1256,99096270000000.0
7335,1257,52832690000000.0
7335,1258,38741500000000.0
7335,1259,80429850000000.0
7335,1260,75278960000000.0
7335,1261,114750410000000.0
7335,1262,164273910000000.0
7335,1263,58676644000000.0
7335,1264,104879810000000.0
7335,1265,87644370000000.0
7335,1268,38890145000000.0
7335,1269,42639567000000.0
7335,1271,77781715000000.0
7335,1272,66167234000000.0
7335,1275,106462910000000.0
7335,1276,74772080000000.0
7335,1285,92045950000000.0
7335,1286,97596280000000.0
7335,1289,99181104000000.0
7335,1290,76337260000000.0
7335,1293,74222110000000.0
7335,1294,64293440000000.0
7335,1295,108388994000000.0
7335,1296,77216600000000.0
7335,1297,73614984000000.0
7335,1298,68671175000000.0
7335,1299,79652720000000.0
7335,1300,95200120000000.0
7335,1301,72364520000000.0
7335,1302,79811860000000.0
7335,1303,79474010000000.0
7335,1305,46652940000000.0
7335,1306,88688230000000.0
7335,1307,38261385000000.0
7335,1308,98511870000000.0
7335,1309,42764062000000.0
7335,1310,218162340000000.0
7335,1311,84843370000000.0
7335,1312,40219420000000.0
7335,1313,62435277000000.0
7335,1315,44895666000000.0
7335,1316,37546290000000.0
7335,1317,66891113000000.0
7335,1321,74984200000000.0
7335,1322,41533437000000.0
7335,1323,108173466000000.0
7335,1324,98835100000000.0
7335,1325,71781580000000.0
7335,1327,96220720000000.0
7335,1329,1155759500000000.0
7335,1330,193929840000000.0
7335,1334,459293600000000.0
7335,1335,226406180000000.0
7335,1336,160914700000000.0
7335,1337,189800500000000.0
7335,1339,85208660000000.0
7335,1341,101367545000000.0
7335,1342,108442440000000.0
7335,1343,104118480000000.0
7335,1344,37602610000000.0
7335,1345,43803400000000.0
7335,1346,69708660000000.0
7335,1347,69248720000000.0
7335,1348,70967090000000.0
7335,1349,72977300000000.0
7335,1350,55555000000000.0
7335,1351,63274024000000.0
7335,1352,123234660000000.0
7335,1353,122255770000000.0
7335,1354,252707350000000.0
7335,1355,259041590000000.0
7335,1356,102958760000000.0
7335,1357,149322320000000.0
7335,1358,131752360000000.0
7335,1359,87991270000000.0
7335,1360,75844010000000.0
7335,1361,102894310000000.0
7335,1362,182786830000000.0
7335,1363,219394830000000.0
7335,1364,126038500000000.0
7335,1365,137884710000000.0
7335,1366,137512865000000.0
7335,1367,115235320000000.0
7335,1368,166440170000000.0
7335,1369,190247660000000.0
7335,1370,191298260000000.0
7335,1371,158882380000000.0
7335,1372,98907480000000.0
7335,1373,177516940000000.0
7335,1374,177552920000000.0
7335,1375,170584400000000.0
7335,1377,170590160000000.0
7335,1378,170443160000000.0
7335,1379,427802700000000.0
7335,1380,438893040000000.0
7335,1381,373394860000000.0
7335,1382,395487770000000.0
7335,1383,326126530000000.0
7335,1385,130925000000000.0
7335,1386,134852450000000.0
7335,1387,71724960000000.0
7335,1388,141340310000000.0
7335,1389,91086850000000.0
7335,1390,120206740000000.0
7335,1391,113600970000000.0
7335,1392,105934295000000.0
7335,1394,135186130000000.0
7335,1395,73038870000000.0
7335,1396,189089120000000.0
7335,1397,105625795000000.0
7335,1398,91346360000000.0
7335,1399,92151210000000.0
7335,1400,90897620000000.0
7335,1401,91051860000000.0
7335,1402,91124590000000.0
7335,1403,89098240000000.0
7335,1404,93918020000000.0
7335,1405,112838080000000.0
7335,1406,116315550000000.0
7335,1409,86784010000000.0
7335,1410,76977240000000.0
7335,1411,83031885000000.0
7335,1412,88042550000000.0
7335,1413,96371910000000.0
7335,1414,50265953000000.0
7335,1415,182837360000000.0
7335,1416,61866360000000.0
7335,1417,51447178000000.0
7335,1418,74191750000000.0
7335,1419,104935920000000.0
7335,1420,73908970000000.0
7335,1421,160272830000000.0
7335,1422,78228996000000.0
7335,1423,112057730000000.0
7335,1424,81726620000000.0
7335,1425,158101490000000.0
7335,1426,89102140000000.0
7335,1427,61865946000000.0
7335,1428,109588820000000.0
7335,1429,86061350000000.0
7335,1430,113421310000000.0
7335,1431,59738394000000.0
7335,1432,62472405000000.0
7335,1433,122855350000000.0
7335,1434,108916970000000.0
7335,1435,117271980000000.0
7335,1436,88385750000000.0
7335,1437,74721440000000.0
7335,1438,66033503000000.0
7335,1439,109437855000000.0
7335,1440,66532265000000.0
7335,1441,106910460000000.0
7335,1443,64186980000000.0
7335,1447,51626510000000.0
7335,1448,50850806000000.0
7335,1449,50837470000000.0
7335,1450,46300104000000.0
7335,1451,50239140000000.0
7335,1452,50559504000000.0
7335,1453,46035766000000.0
7335,1454,51133704000000.0
7335,1455,55439480000000.0
7335,1456,47833380000000.0
7335,1457,47138973000000.0
7335,1459,49675827000000.0
7335,1460,46886950000000.0
7335,1461,48828485000000.0
7335,1462,47155190000000.0
7335,1463,50490532000000.0
7335,1464,47995200000000.0
7335,1465,51322200000000.0
7335,1466,49932550000000.0
7335,1474,37229393000000.0
7335,1478,95004425000000.0
7335,1479,99019280000000.0
7335,1480,40404170000000.0
7335,1481,106708280000000.0
7335,1484,158913290000000.0
7335,1485,39679798000000.0
7335,1486,90244760000000.0
7335,1489,44953384000000.0
7335,1492,291171200000000.0
7335,1493,736242200000000.0
