source,target,value
18112,1747,628484440000000.0
18112,1749,205938030000000.0
18112,1755,270483970000000.0
18112,1759,1176169800000000.0
18112,1761,469011770000000.0
18112,1762,1013845700000000.0
18112,1764,274784730000000.0
18112,1766,635149960000000.0
18112,1767,1410056600000000.0
18112,1769,421612850000000.0
18112,2393,294336220000000.0
18112,2487,217029010000000.0
18112,2527,400523180000000.0
18112,2556,658728860000000.0
18112,2562,542612340000000.0
18112,2574,867937600000000.0
18112,2577,667386900000000.0
18112,2581,417665840000000.0
18112,2582,756799900000000.0
18112,2584,204719680000000.0
18112,3371,360011000000000.0
18112,3389,317909550000000.0
18112,3392,339365300000000.0
18112,3397,382934600000000.0
18112,3534,263280270000000.0
18112,3555,211545800000000.0
18112,4023,254023300000000.0
18112,4049,274470320000000.0
18112,4512,1124461970000000.0
18112,4514,274256340000000.0
18112,4515,240461960000000.0
18112,4518,696240600000000.0
18112,4526,334867360000000.0
18112,4528,298887550000000.0
18112,4530,1591206500000000.0
18112,4532,262763670000000.0
18112,4533,978778700000000.0
18112,4535,254086740000000.0
18112,4537,1088336260000000.0
18112,4538,1256365200000000.0
18112,4540,441625050000000.0
18112,4567,356462700000000.0
18112,4585,470425420000000.0
18112,4598,226993180000000.0
18112,4600,228111270000000.0
18112,4603,286203170000000.0
18112,4606,1523365400000000.0
18112,4607,551268500000000.0
18112,4609,317915320000000.0
18112,4610,240264250000000.0
18112,4616,325170360000000.0
18112,4618,1150466000000000.0
18112,4623,278391560000000.0
18112,4646,477539700000000.0
18112,4647,452013870000000.0
18112,4648,208249440000000.0
18112,4649,428632000000000.0
18112,4650,763017200000000.0
18112,4651,2276043300000000.0
18112,4652,941124900000000.0
18112,4653,334148120000000.0
18112,4655,1017841750000000.0
18112,4658,251825480000000.0
18112,4671,396638080000000.0
18112,4672,347811000000000.0
18112,4675,6779859300000000.0
18112,4677,2114396700000000.0
18112,4678,308549200000000.0
18112,4679,988626200000000.0
18112,4681,5806060000000000.0
18112,4683,1038337070000000.0
18112,4687,580990200000000.0
18112,4688,410962500000000.0
18112,4689,4135089300000000.0
18112,4690,2069553500000000.0
18112,4691,1580266800000000.0
18112,4693,1.1580924e+16
18112,4694,458105640000000.0
18112,4696,2.0153303e+16
18112,4697,490612800000000.0
18112,4698,2958924300000000.0
18112,4700,1517574100000000.0
18112,4701,8630502700000000.0
18112,4702,1015510600000000.0
18112,4703,1521481700000000.0
18112,4704,1249489000000000.0
18112,4769,648488450000000.0
18112,4770,308860230000000.0
18112,4781,396157580000000.0
18112,4809,1055103300000000.0
18112,4811,254458900000000.0
18112,4812,512406380000000.0
18112,4814,1044648250000000.0
18112,4838,2494878300000000.0
18112,4840,468363300000000.0
18112,4841,258493610000000.0
18112,4842,389044550000000.0
18112,4844,1734431000000000.0
18112,4845,353286000000000.0
18112,4846,496273040000000.0
18112,4851,222727730000000.0
18112,4852,737661040000000.0
18112,4853,265590060000000.0
18112,4854,537275780000000.0
18112,4861,685537000000000.0
18112,4863,1148005600000000.0
18112,4864,2872422300000000.0
18112,4866,519664800000000.0
18112,4867,593794100000000.0
18112,4893,636028100000000.0
18112,4902,220204060000000.0
18112,4934,2346306000000000.0
18112,4935,344975530000000.0
18112,4936,2183431700000000.0
18112,4937,619301740000000.0
18112,4944,599287260000000.0
18112,4949,310869570000000.0
18112,4950,336068880000000.0
18112,4972,3544585000000000.0
18112,4973,1071053800000000.0
18112,4974,2398515600000000.0
18112,4975,1463742300000000.0
18112,4976,377827100000000.0
18112,4977,2265908500000000.0
18112,4978,1325732800000000.0
18112,4981,570505540000000.0
18112,5001,1.5275605e+16
18112,5003,540584900000000.0
18112,5004,1455491800000000.0
18112,5005,1160326800000000.0
18112,5007,1981784100000000.0
18112,5014,1071631000000000.0
18112,5016,401188700000000.0
18112,5017,1660686100000000.0
18112,5018,364159300000000.0
18112,5019,2489113700000000.0
18112,5021,506602230000000.0
18112,5022,6232940000000000.0
18112,5024,2763586800000000.0
18112,5025,225531080000000.0
18112,5026,4471777400000000.0
18112,5027,4484210000000000.0
18112,5028,1334120000000000.0
18112,5029,950879300000000.0
18112,5030,1579335000000000.0
18112,5032,385546030000000.0
18112,5140,316847220000000.0
18112,5164,1109907800000000.0
18112,5170,261955000000000.0
18112,5182,834188800000000.0
18112,5185,1538791500000000.0
18112,5187,213323830000000.0
18112,5189,230996780000000.0
18112,5190,283206600000000.0
18112,5298,333230070000000.0
18112,5301,382065300000000.0
18112,5303,323157730000000.0
18112,5327,1058094250000000.0
18112,5333,213537440000000.0
18112,5343,249532680000000.0
18112,5345,613418800000000.0
18112,5348,899873100000000.0
18112,5352,691580500000000.0
18112,5353,686293900000000.0
18112,5490,567595400000000.0
18112,5496,426244500000000.0
18112,5503,210428450000000.0
18112,5506,276898600000000.0
18112,5509,440679350000000.0
18112,5511,1020906300000000.0
18112,5515,333904700000000.0
18112,5516,496243780000000.0
18112,5542,274815310000000.0
18112,5543,216500120000000.0
18112,5545,370568670000000.0
18112,5555,388758730000000.0
18112,5584,266927000000000.0
18112,5587,474569800000000.0
18112,5596,384218240000000.0
18112,5601,416034500000000.0
18112,5624,328296460000000.0
18112,5626,279972040000000.0
18112,5629,377075880000000.0
18112,5633,336664330000000.0
18112,5653,2354138100000000.0
18112,5656,362870180000000.0
18112,5659,358572860000000.0
18112,5661,526710560000000.0
18112,5671,847116900000000.0
18112,5674,1164572000000000.0
18112,5678,584054000000000.0
18112,5679,416575150000000.0
18112,5792,386145240000000.0
18112,5816,681913900000000.0
18112,5819,242178950000000.0
18112,5822,400375800000000.0
18112,5824,358981150000000.0
18112,5834,648581200000000.0
18112,5837,337061400000000.0
18112,5841,354050660000000.0
18112,5842,265322180000000.0
18112,5910,209755260000000.0
18112,5979,936873700000000.0
18112,5982,462328940000000.0
18112,5983,373530860000000.0
18112,6000,464333280000000.0
18112,6004,412759780000000.0
18112,6005,429755130000000.0
18112,6142,821640670000000.0
18112,6148,325221000000000.0
18112,6158,216348840000000.0
18112,6160,777427100000000.0
18112,6162,240764300000000.0
18112,6163,541318720000000.0
18112,6167,356503830000000.0
18112,6168,509833320000000.0
18112,6305,352504900000000.0
18112,6331,221590310000000.0
18112,6399,280155150000000.0
18112,6468,374103230000000.0
18112,6474,292923080000000.0
18112,6476,278881440000000.0
18112,6483,228681670000000.0
18112,6631,210076580000000.0
18112,6649,225387430000000.0
18112,6652,335855240000000.0
18112,6820,204934650000000.0
18112,6886,201653560000000.0
18112,6957,1385153700000000.0
18112,6963,581488500000000.0
18112,6978,208713520000000.0
18112,6982,210902830000000.0
18112,7002,270338650000000.0
18112,7141,381168850000000.0
18112,9912,341375040000000.0
18112,11705,404479420000000.0
18112,12199,202407040000000.0
18112,13340,215034080000000.0
22185,926,204521980000000.0
22185,944,225700870000000.0
22185,952,236148630000000.0
22185,1741,216592850000000.0
22185,1767,213300140000000.0
22185,4530,240702800000000.0
22185,4606,230440450000000.0
22185,4651,344298500000000.0
22185,4675,1025593600000000.0
22185,4677,319846100000000.0
22185,4681,878286300000000.0
22185,4689,625517560000000.0
22185,4690,313062650000000.0
22185,4691,239047950000000.0
22185,4693,1751853500000000.0
22185,4696,3048603000000000.0
22185,4698,447598340000000.0
22185,4700,229564390000000.0
22185,4701,1305541600000000.0
22185,4703,230155490000000.0
22185,4838,377401800000000.0
22185,4844,262368480000000.0
22185,4864,434513150000000.0
22185,4934,354927200000000.0
22185,4936,330289100000000.0
22185,4972,536191600000000.0
22185,4974,362824950000000.0
22185,4975,221421220000000.0
22185,4977,342765400000000.0
22185,5001,2310750400000000.0
22185,5004,220173160000000.0
22185,5007,299785730000000.0
22185,5017,251213040000000.0
22185,5019,376529800000000.0
22185,5022,942860750000000.0
22185,5024,418049530000000.0
22185,5026,676448600000000.0
22185,5027,678329300000000.0
22185,5028,201813160000000.0
22185,5030,238907000000000.0
22185,5185,232773960000000.0
22185,5653,356111950000000.0
22185,6957,209533050000000.0
